ID_Cliente,Target_Risco
122129,0
110280,0
115175,0
115333,1
105561,0
122320,1
107001,2
111397,0
115295,0
116067,1
113562,0
113056,1
123436,2
107434,0
109258,0
106372,1
116109,1
114578,1
124508,0
106790,0
102565,2
118636,2
105310,3
123332,1
100215,0
111478,0
110556,0
121751,2
111655,0
104400,0
110523,2
117824,1
112683,2
105200,3
123322,2
106702,0
117059,1
108140,0
101644,0
121670,1
119537,3
104384,2
108500,2
121637,0
124348,0
109435,0
108449,2
122122,0
109406,0
110212,0
107665,0
121430,0
105411,0
123510,1
122430,0
108647,0
115845,0
121502,0
119160,0
111051,3
104576,3
108736,0
101742,0
111998,0
103507,0
120425,2
106933,0
119703,1
103428,0
115991,0
103085,1
100063,1
103930,1
113843,1
109031,0
115810,1
104447,0
112470,0
102066,0
113944,1
101339,1
117496,0
115249,1
120539,0
122847,0
101231,0
111807,0
115364,2
106381,0
116395,2
102228,0
121901,0
119001,2
106654,0
103067,0
109396,0
101259,1
117872,1
124965,0
103520,0
108356,1
122000,0
100777,2
120112,0
105320,3
120221,0
110509,3
109368,0
113123,1
114619,0
115847,0
107383,0
102415,2
108174,0
119837,0
109223,0
104061,1
112248,1
114548,0
117129,0
115068,1
101971,0
108914,0
114351,0
101177,0
121749,0
106257,0
105664,3
100654,0
111349,0
108632,1
107747,0
119499,0
110158,2
100989,2
107874,0
101500,0
112866,0
108498,2
112582,3
116658,0
118065,0
120388,0
100694,0
100091,0
117609,0
111855,3
102203,1
106520,0
116959,1
114940,1
115094,0
100612,3
116569,1
109778,0
118846,0
101822,0
110099,0
124028,2
112370,0
104332,2
120080,0
116347,0
103512,1
110584,1
106416,2
113629,0
113345,0
102344,1
104145,0
108083,0
123823,0
103126,0
113005,2
104005,0
100358,0
108485,1
117368,1
105610,0
117956,1
102463,0
102486,0
122349,1
112725,0
113341,0
122325,0
110995,0
114818,0
111821,0
104582,1
103499,0
111593,0
101179,0
111629,0
115597,0
111843,0
119261,0
100547,2
103873,0
119310,1
119759,0
107328,0
113443,0
124818,3
101890,1
112158,2
106354,0
112281,2
100281,0
115332,2
107814,0
123104,0
114904,0
122636,0
107767,1
124067,1
121260,0
111872,1
120410,1
115996,0
111973,0
101326,0
113119,0
114259,1
114243,0
102406,2
101013,1
117721,0
104828,1
100859,0
118578,1
117150,1
123978,0
110359,1
111392,1
124209,0
118753,1
118702,1
100505,0
117279,1
105195,1
110117,0
114092,0
118078,1
121559,1
109471,1
121219,1
113144,0
102887,0
114726,3
119733,1
124204,0
110564,0
101463,1
104466,3
114299,0
105993,0
123014,0
115788,1
100631,0
119333,0
106155,1
116264,1
110054,2
107114,1
119314,1
123235,0
108663,1
122510,0
118355,0
124942,2
117778,1
118557,0
105207,0
112404,1
123447,0
120844,1
105159,0
100279,1
109958,0
105264,0
116604,1
116953,1
115851,0
112440,0
108692,1
118164,0
112698,1
117595,0
111696,3
117905,0
103777,2
104436,0
102069,1
117313,0
115947,2
102754,3
103950,2
117128,2
106629,0
109393,3
104503,0
106625,2
124430,0
114859,1
113615,0
122772,1
123301,2
115469,1
105509,0
108193,0
107162,1
102527,0
109094,0
106756,0
123631,0
112876,0
105823,2
124308,0
101247,0
120991,0
105429,0
104577,3
105536,2
100293,0
119260,0
120005,0
122826,0
122408,0
124172,0
114540,2
107143,2
122402,0
108979,1
116488,1
107534,1
113571,0
119442,0
111642,0
120845,1
114336,3
106524,0
104633,0
101860,0
123878,0
119430,0
112395,2
102735,0
124702,0
109707,0
122527,1
107957,0
121616,0
120780,0
111961,1
121193,2
105430,0
112062,0
100462,0
123049,0
118370,1
119648,0
114744,1
101457,0
111314,0
106362,0
117620,0
107604,0
115673,0
101952,0
100427,0
117911,1
114814,0
104177,2
105362,0
107707,0
113848,1
115240,0
112798,0
102795,3
114840,2
105487,2
120858,0
121876,0
121897,0
111405,1
103393,0
111972,1
114949,1
118684,0
116027,0
102983,1
115239,0
111543,0
103004,1
114217,0
110251,1
104953,2
117967,0
117310,1
122725,1
103632,0
102118,0
122186,0
119972,2
103055,0
107363,0
113344,2
117413,1
122283,0
120941,0
109696,0
103258,0
116126,0
115954,2
123264,0
106341,0
124302,0
100598,0
110091,0
109804,1
101074,1
113786,0
100368,2
121095,0
113183,2
110858,1
112501,0
124488,1
112324,0
115976,1
116506,1
119011,1
101163,0
113575,0
102621,1
106199,0
102831,0
124525,0
122528,2
118011,0
110571,0
105550,1
123016,1
121881,3
111249,0
103113,0
121574,0
111066,0
111974,0
103191,0
115050,0
119816,0
121847,0
118413,1
111113,0
115447,1
116435,0
106018,0
103838,0
111266,2
116172,1
105571,0
113308,0
124933,0
120559,1
118219,0
110559,1
104202,0
105230,0
122577,0
101550,1
115762,0
101044,0
104519,0
121188,0
117078,0
108967,0
123608,0
120049,2
106016,0
110775,2
107567,0
101121,1
103506,0
112849,3
123210,0
105604,1
109882,0
111236,2
111228,2
100881,0
107638,0
116688,1
103919,1
100488,0
122849,2
103463,1
118461,0
104127,1
109911,0
112848,0
115526,1
103329,0
109018,1
120938,0
118147,0
111657,0
120792,0
106352,1
110041,0
116122,0
102219,1
117411,0
118230,0
109239,1
109831,0
106630,0
106642,0
105060,1
104097,0
113315,3
118154,3
119906,0
122286,0
106771,0
122359,1
110474,1
105948,0
117065,1
114684,0
121945,0
121022,0
114454,0
106336,0
109041,1
103281,0
107563,0
111213,0
106675,0
112965,0
117589,0
100946,0
122266,2
103332,0
121794,0
113950,0
119921,1
110348,1
110127,0
110292,0
107207,1
123175,1
111548,0
119987,0
105467,2
112250,1
113357,0
106859,0
102106,0
113382,0
123153,0
118591,0
121218,1
100244,0
120693,0
117259,0
114383,0
111874,0
118185,1
106623,0
110026,0
101353,0
108258,0
121808,1
101891,0
116538,0
102866,0
101289,2
123443,1
113791,2
105709,1
120166,0
113431,0
123216,0
110958,1
102149,0
123527,0
113229,0
107899,2
117323,2
118807,0
114443,0
120874,0
116765,0
101487,2
119769,1
119193,0
112213,1
110755,0
109529,1
117251,1
116828,2
103263,0
101722,2
106955,0
119219,1
119484,1
102785,1
118954,0
110332,0
118458,0
102755,0
111685,0
110092,0
124946,0
115198,1
100297,0
123559,3
101462,1
100635,0
107358,0
110349,0
109615,0
100855,0
110747,0
104759,1
111242,0
123520,0
103813,0
112291,3
112401,0
109929,1
112402,1
110123,0
114323,0
102273,0
104280,0
102500,0
122184,0
110854,0
100799,0
124165,0
110855,0
123141,0
111143,2
115306,0
121878,0
104304,0
114646,0
120426,3
110841,0
122564,0
110427,0
108704,0
116722,0
118289,1
120082,2
107870,0
109469,0
105110,0
113461,0
121276,0
121076,0
117995,0
107074,1
118521,2
115152,0
106570,0
115618,0
122291,1
105533,3
116015,0
120277,1
100895,0
117811,0
115643,2
107490,0
113027,0
121750,0
107151,0
111253,0
111785,1
107667,0
101269,0
107625,3
115373,0
112364,1
108353,0
109287,2
117221,0
124147,0
106267,1
109464,0
121709,0
106265,1
108489,0
110218,0
124686,1
114078,3
105419,0
100481,0
119189,2
108254,1
122461,0
101508,0
103431,3
114504,3
111537,1
123261,0
121064,2
114926,0
100332,1
111040,1
109284,0
115255,0
121795,1
111190,2
118725,0
119021,1
115423,3
110924,0
114490,0
111063,1
100260,0
124831,0
102968,1
102414,0
105312,3
121964,0
118608,2
119467,1
109255,1
119583,0
111026,1
108112,0
106747,0
100004,0
102978,0
100461,1
108961,0
112094,0
117370,0
124673,3
116582,0
117662,2
122906,0
122343,1
105037,0
122033,2
107839,0
116022,0
118057,0
123754,0
122691,0
112519,1
113634,0
107914,1
106855,3
105109,3
101257,0
100370,1
104938,0
116093,0
116033,2
109420,0
109293,1
107984,0
108834,0
101761,0
102490,1
124131,0
121605,3
102586,0
119542,1
122148,0
117690,2
105729,3
104989,1
109136,0
114452,0
122094,1
120632,0
114891,0
102234,2
114380,1
102761,2
112097,0
119902,1
123677,0
119822,0
117104,1
111087,3
114884,1
119809,0
107802,0
117379,0
111374,0
109130,2
115341,0
110762,1
112982,2
100650,2
117302,0
123889,2
122188,1
120720,0
124231,1
120321,0
106823,0
120310,0
101187,1
114969,1
104560,0
118978,0
116288,0
104249,0
117753,1
104342,0
117756,1
117168,0
124356,0
124354,1
105325,0
107338,0
122612,3
110721,2
115651,2
109798,0
106247,1
106964,1
120339,0
121335,0
113778,0
106824,0
111335,0
120878,2
122066,1
121425,1
103213,1
102198,0
122713,1
103397,0
116146,0
100161,1
104521,0
103145,0
120199,0
110731,3
104423,0
108162,0
115542,0
117782,0
124184,0
124490,0
113783,0
113593,1
113813,0
112794,0
102020,1
101332,1
108319,0
112276,1
121251,1
116450,0
121404,0
117830,0
117764,0
124341,0
114385,0
111812,0
107807,0
121992,0
123910,0
111093,1
115516,1
103801,0
101477,0
122400,0
121536,0
107757,0
116726,0
106990,2
122425,1
107953,0
116371,0
115062,0
115365,3
112179,1
103804,1
121016,0
106845,0
120726,3
120212,0
122374,1
102994,0
102002,0
123048,1
115515,1
111877,0
111613,0
112859,0
120121,0
112611,0
104720,0
103275,2
103774,0
115668,2
120747,1
103435,2
105745,0
120110,1
123038,1
114497,0
119032,0
103034,0
119346,1
103212,0
120860,3
102664,0
109533,0
110580,0
111320,1
119513,0
101043,0
115566,2
115582,0
119787,0
104884,0
116319,2
122426,0
109596,0
107872,0
117163,2
121459,0
122616,0
112742,0
107640,0
117927,0
114910,1
119893,1
102753,0
121329,0
106022,1
115812,0
105455,0
114544,0
119878,0
111260,2
111967,1
114652,1
117683,3
110466,0
116011,3
111888,0
120840,0
103942,0
108532,0
104837,1
122553,0
117508,1
118025,1
113658,0
106905,0
104035,0
119063,2
121336,1
103448,0
124576,0
121204,1
109400,1
116617,0
116206,0
124311,0
117363,0
122028,0
106209,1
114571,0
100817,0
119709,3
100689,3
121922,0
110889,0
104072,0
103052,2
104919,0
113550,2
119211,2
106974,2
104686,0
104901,1
123394,0
109875,2
107730,0
114203,2
107279,0
113088,1
105092,0
113093,1
106789,1
105218,0
101710,2
107139,0
113782,1
119721,2
109109,0
118686,0
122866,0
116519,0
103207,0
116323,1
110546,0
124019,0
118947,1
105660,2
102640,1
117462,0
103727,1
119469,0
109878,2
107043,0
115035,1
121981,1
108019,0
120670,1
118997,1
116642,0
111964,3
100852,2
105526,0
112485,1
122454,0
110609,2
124420,0
104732,2
105314,1
119116,2
114083,1
119712,0
104426,0
101599,0
116370,1
119827,0
113610,1
105805,0
115489,0
117882,1
109820,2
109723,1
117410,3
101683,1
105504,0
108829,1
101682,1
121703,0
114903,0
103879,0
112085,0
111663,2
106003,2
114893,1
110925,0
122792,0
109870,0
104585,0
101498,0
123186,0
119396,0
105485,0
122554,0
107226,0
116005,0
107906,1
103680,1
113991,0
108570,1
115822,0
101817,0
119150,0
112417,1
110491,3
105609,0
118819,1
100366,0
115124,0
107348,0
117100,2
116847,0
105809,0
116601,0
103201,0
121036,1
120889,2
105273,0
113995,0
102547,0
110622,0
104340,0
103407,0
115263,0
114138,0
119284,1
117909,1
118079,0
102270,0
100233,0
106987,1
110277,0
101135,0
110477,0
108346,0
113247,1
100039,3
121756,0
106717,0
119908,0
101052,0
103853,1
115726,2
112602,2
106563,1
108721,0
103790,1
108930,0
122754,0
111802,0
120317,0
118984,0
112148,2
119765,3
111767,0
121321,0
113946,0
110361,0
124001,0
101436,0
116905,2
100921,0
113370,0
112020,0
102340,0
115446,0
104363,0
103606,0
118222,1
108304,0
106458,0
118766,0
115280,1
114794,0
117440,0
103450,0
107052,0
100128,1
115960,0
116285,0
107417,0
102683,0
117707,3
124257,1
110842,0
116246,0
107998,0
102880,0
100527,1
119495,1
123277,0
104101,0
118535,0
103770,1
116673,0
122942,2
114451,1
118369,3
115007,0
122436,0
103413,0
118207,1
106932,3
112392,0
114036,0
122076,0
117676,2
106846,0
103603,0
107725,0
101541,0
103224,0
115107,1
124381,0
112024,2
100916,2
124514,0
111892,3
116058,0
107233,0
102717,3
123366,0
105061,2
100826,3
100061,0
109276,0
106853,0
119811,0
104155,0
116258,0
109667,0
116174,0
123343,1
110368,1
108125,1
117518,0
114931,0
112050,1
111274,1
101053,0
109864,1
114154,0
115945,0
111965,0
111487,3
121281,0
122213,0
120381,0
124191,1
119637,2
115578,0
101773,0
122662,0
121965,0
120163,3
120030,0
105168,0
113707,0
117035,0
112120,0
111062,0
116901,1
113821,0
101920,1
100095,1
113978,0
105453,0
121868,0
108614,0
109679,0
111420,1
119306,0
110784,0
117653,3
117038,0
100265,0
114560,0
117320,0
106626,2
102258,3
122783,0
121069,2
124031,0
119145,0
105522,0
115468,1
114762,0
112131,0
119586,1
120304,0
116587,3
106781,0
109527,2
118539,2
109053,0
104680,3
102543,0
111108,0
106613,1
112642,1
118300,0
115208,0
104196,0
122551,1
118036,0
122260,0
110052,1
112046,2
120931,3
113688,0
113001,0
123075,3
103008,3
100434,2
103716,1
116775,1
111373,1
124364,0
104390,0
100858,0
109618,3
100528,0
105334,0
112690,0
123628,0
105538,0
117160,2
115805,1
120416,3
113570,0
105515,0
118330,2
104118,0
111224,1
109489,0
105445,0
124780,0
111525,0
124784,0
106615,0
124932,0
107416,0
113987,0
123226,0
104208,0
116201,0
112790,2
104007,2
103986,2
112297,2
109044,0
120226,0
120382,0
119257,0
124902,0
107809,2
119017,0
116799,2
104031,0
119947,0
118793,2
123303,0
122211,1
115021,0
119953,0
120865,0
109184,0
105091,0
109619,1
106278,2
108308,0
119353,1
101838,1
115044,0
105279,0
108229,3
100354,0
105205,0
115649,0
102776,0
105066,0
111265,1
113078,1
114438,1
124770,0
103734,0
100605,3
113080,0
116481,1
115178,0
122310,1
123045,0
102802,1
107758,0
109584,0
105649,0
115679,0
119511,0
101719,0
122708,0
117488,0
122836,1
124573,1
109151,0
114275,0
106985,1
101936,0
112816,0
116282,0
109752,0
120449,2
105102,0
111179,0
115157,0
112422,1
102243,0
123199,0
102927,2
116316,1
118777,1
122386,0
109734,1
101271,2
124460,0
111542,0
112606,2
106911,0
121042,2
118844,0
112668,0
124190,0
122919,1
100873,2
104255,0
118114,0
113502,0
116898,0
117331,0
122416,0
115619,0
104164,0
110738,2
116980,0
106950,1
111361,0
117044,0
120442,3
111016,0
107208,0
115380,0
120340,1
104209,1
117322,0
112018,0
116418,0
104623,1
108433,0
119808,2
122863,0
109567,0
123125,0
112763,0
114075,1
110832,1
101916,2
115765,1
109919,1
110905,0
122969,2
111178,0
105577,3
114440,0
109407,0
104025,1
111512,0
103377,0
112415,1
116393,0
121250,0
120444,2
120498,0
106242,0
110272,0
117606,1
107517,0
120951,0
120499,1
118834,0
123218,0
107596,2
114870,3
114332,0
110390,3
120925,2
108326,0
124984,0
111177,1
104461,1
103481,0
104528,0
115493,0
107522,0
113406,0
109247,0
104211,0
124455,0
106896,2
123612,3
117240,2
104001,0
110932,0
121429,1
124394,0
115594,3
104918,0
106928,1
111134,0
109347,0
107722,0
115936,0
111551,3
107702,0
124355,0
100613,0
102872,1
100602,0
121158,1
106263,0
103528,2
123169,0
110189,1
122785,1
102742,0
105681,2
115176,0
118074,0
116211,0
103405,0
114365,0
106760,0
111937,0
111659,1
107316,0
124084,0
122511,1
106579,0
107854,1
110981,3
115514,0
108128,0
112393,0
111482,0
108176,0
120168,0
116320,0
104311,0
121242,0
113535,0
100030,0
116689,0
121496,0
117809,1
120899,0
108741,1
116967,1
122661,0
120167,3
120035,0
113106,2
107225,0
114315,2
116745,1
124872,1
102653,0
114364,0
117801,0
123297,0
105595,3
107895,2
115443,0
103514,0
112766,1
112693,0
103674,0
115296,0
112252,1
115424,3
104361,1
106253,0
102374,0
110921,1
120411,0
116651,0
107093,2
121395,0
120783,0
108134,2
103835,2
113030,0
105934,1
122479,1
123529,3
105877,0
105249,0
102743,0
103845,0
103992,1
117169,3
116023,0
100977,0
110216,0
118989,0
113910,1
124433,0
100802,1
109605,0
116207,0
104184,0
112137,1
112081,0
105324,1
112236,1
119690,0
122726,1
101132,0
120437,0
121155,1
118798,1
107368,0
109235,1
103710,1
116532,0
119849,0
122216,0
118198,0
121634,1
114218,0
107787,0
118239,2
122576,0
103644,1
107210,1
121887,0
118433,2
102189,1
109741,0
101297,1
108845,1
108759,1
120749,0
111388,0
104200,2
108372,2
117569,0
117013,0
107996,0
114868,0
112136,1
123239,0
101450,0
111450,0
111453,0
115492,0
100170,1
109896,0
122181,2
108731,0
117832,0
102174,1
111019,0
103899,2
102894,0
123595,0
112706,0
112068,0
114863,3
111503,0
117003,0
121464,2
118042,0
105016,0
110267,0
106900,1
101107,0
119940,3
118824,2
123305,3
112203,0
101888,0
102413,0
116527,0
113255,1
110651,0
102067,1
124676,2
107921,2
104950,0
124314,0
116628,0
106966,2
109219,0
122758,0
105763,0
104527,0
123852,0
100571,0
107375,0
123825,0
118958,0
100595,0
109828,0
108386,0
107875,0
112433,1
120206,2
111775,1
105466,1
114132,1
105043,3
113366,0
101691,2
111581,0
110679,3
108454,1
108422,0
115378,0
105908,0
124511,0
116771,0
111341,2
102195,2
111012,1
111106,1
124969,0
108418,1
105635,3
104695,1
119142,0
101464,0
100468,0
111600,0
102897,2
111271,0
111369,2
103614,0
118758,2
100609,0
100941,3
108702,0
124289,0
109283,2
112744,1
104411,0
108861,0
112381,1
118796,0
105148,1
115122,1
123410,0
106032,2
104415,0
111286,0
124568,0
100606,1
124109,1
119070,0
102537,1
116886,0
107734,2
120399,0
112263,0
106044,0
117436,1
124252,0
118038,1
118041,0
123482,0
121784,0
121611,3
113489,0
117790,0
106536,1
108104,1
112864,0
120354,0
124971,0
101102,1
121208,0
113209,0
113996,0
114561,2
103166,0
121038,0
110222,0
101797,0
114971,0
104941,0
101080,0
101067,1
119076,0
105425,1
107273,3
120774,0
122248,0
110063,0
116505,0
102611,0
106963,0
109025,0
122670,0
118883,1
110508,1
111435,1
116234,0
101496,1
123985,1
113200,1
104294,0
101955,0
115977,1
119068,0
123547,2
106584,1
108750,1
108956,1
116009,0
103776,0
106740,0
119454,1
106685,0
124495,0
111994,0
116340,0
102224,0
108924,0
109826,3
100970,1
122850,1
109070,1
107498,1
124593,0
123035,0
105578,0
115106,0
122905,0
112973,0
119445,3
117406,0
101562,0
103771,0
115442,0
116946,3
103492,1
118548,0
123148,1
118675,0
112321,0
101381,0
107140,3
114760,0
107812,0
121789,0
110187,0
101793,1
117084,2
122508,0
122107,0
109482,0
120335,0
101302,0
108138,0
115125,0
115774,1
121279,0
102995,1
106697,0
111792,0
117614,0
122344,0
124629,1
109648,0
113689,0
105046,0
107251,0
106509,1
106123,0
114473,0
111652,0
106799,0
109418,0
109762,1
121494,1
103544,0
122322,1
109575,0
102803,2
119544,2
104465,1
101325,3
123143,2
114590,0
100180,0
100131,2
113287,0
113855,0
123354,0
107916,0
120516,0
109677,0
119813,0
119194,0
113084,2
124710,0
102111,0
123594,0
103953,0
124762,2
113138,0
115600,0
118259,0
107017,0
100110,0
118878,0
110850,2
113214,0
116452,0
124024,0
112809,0
124319,0
112857,1
117082,1
119055,1
123050,1
111305,0
113731,0
122983,1
121362,2
115540,1
108026,0
104234,1
103583,3
116105,3
111362,0
102324,2
106972,0
109312,0
100876,1
101047,0
121293,1
113720,0
101097,0
102357,0
106095,0
112479,3
103389,0
115140,0
103730,0
117178,1
114555,1
109943,1
118404,1
116429,0
114387,0
121262,0
110025,0
105250,0
107130,0
100992,3
111358,2
107954,3
101697,0
122518,2
112016,0
111446,2
108839,0
100558,0
108722,1
111055,2
115942,0
109801,0
117014,0
107473,0
123685,0
121112,1
118622,0
101598,0
124499,0
112524,0
100267,0
108915,0
112165,0
102416,0
111589,1
111406,1
106776,1
102956,0
107589,0
120306,3
104353,0
103566,0
100991,0
104779,0
121513,0
103243,0
114042,0
106286,1
104677,0
121258,0
118320,0
124462,0
103588,0
122548,0
113277,0
113046,0
124124,0
101829,0
120203,0
113977,0
105201,1
109905,0
106659,0
111674,0
121906,0
121117,0
109671,1
118467,0
106165,0
118047,0
120213,0
123766,0
100964,1
117696,1
116798,1
118641,2
124164,2
115684,3
120333,3
116676,0
103875,0
124233,0
106505,0
103969,2
106093,0
114362,0
118183,1
114602,0
107598,2
103458,0
106735,0
114936,0
113951,0
101109,1
113696,0
120821,2
102882,1
104671,1
122502,0
112041,2
117485,0
102070,0
104952,0
112777,1
103983,0
116300,0
106931,3
101119,1
108350,0
103051,3
104505,0
100432,2
101384,1
112066,0
121455,1
122361,0
119508,0
121056,1
113613,1
113800,0
121165,0
120366,0
112153,0
123990,1
120758,1
117198,0
121068,0
112511,0
109027,0
108648,0
124098,0
117120,2
113269,0
117139,0
105896,0
110364,0
114102,0
102068,0
105657,2
120779,0
107462,0
105127,0
120067,0
101858,0
120762,0
103934,0
122979,0
118538,0
104221,0
105632,1
109206,0
124387,0
113280,0
102838,0
118820,2
118269,3
123263,0
103618,0
114977,0
124266,1
119977,0
119996,1
122883,2
106877,2
112811,0
105073,1
120018,3
115713,1
124487,0
102121,0
122761,1
106157,3
120149,0
120303,0
101401,1
121311,0
104667,0
103461,1
109923,0
112171,1
107695,0
114562,0
105511,0
117447,0
123933,0
111507,1
124327,1
104639,0
100443,1
124010,3
119335,0
122106,2
107156,0
104547,0
119734,0
115946,0
114844,3
105957,0
124121,0
102334,0
106406,2
114854,0
106522,0
100387,2
103219,0
103749,0
108468,2
108968,2
121512,2
101937,0
114086,0
115502,0
107855,0
113705,1
110056,3
115310,0
113263,0
117955,0
121315,2
117403,0
106360,0
112163,1
102175,2
107753,0
101934,0
121344,2
110611,0
115745,0
101284,2
106943,0
101226,0
103582,3
118634,0
114983,0
103040,1
102141,1
112627,1
112808,2
122952,1
101887,1
120923,2
114326,0
105041,1
109568,2
100222,0
104996,0
111004,2
114551,0
107999,1
121468,0
117210,2
105135,0
119392,0
109663,0
121473,1
113892,0
111295,0
117899,2
101924,3
115705,0
112784,0
118918,3
100637,0
106161,2
121268,2
113859,1
113962,0
116546,1
101981,0
120285,1
120413,0
116746,0
101045,2
105553,0
123133,0
110366,0
111027,0
109457,1
108049,1
115933,0
120462,0
109320,0
111237,1
117527,0
123979,0
109361,0
110401,1
106422,0
107768,0
103731,3
119317,1
123456,0
119981,0
108452,0
101938,1
120334,0
108789,2
105562,0
105389,2
101241,0
120342,3
103286,3
121196,1
107389,0
102440,2
105995,1
124272,0
107391,1
102842,0
102313,0
117130,0
109059,0
113026,0
123233,3
112124,1
122771,0
122776,0
109394,0
114958,0
124211,1
115323,0
123276,2
120356,0
116268,1
118618,0
116238,0
107990,0
107610,1
113086,0
116743,0
117669,0
104553,1
111749,3
124176,0
108189,0
100037,2
118317,0
111198,0
102438,0
114171,0
117359,1
113602,0
101620,2
100634,2
124427,0
123973,0
101884,0
115862,0
110151,1
100985,0
122160,0
112076,0
109159,0
110657,0
112793,0
118625,2
106433,0
121944,0
105051,0
101519,0
123820,2
103097,0
111256,1
102207,0
105423,0
117113,0
102718,0
124513,2
101584,0
118035,3
101438,0
122083,0
101488,0
104631,0
122808,0
101667,1
101399,0
122842,0
112348,0
109451,0
112506,2
110200,1
115543,0
109542,0
123472,1
119922,3
104219,0
123356,0
107484,0
124837,0
100013,0
111058,2
107377,0
